image_name,lr_path,hr_path,scale,rmse,psnr,ssim,width_lr,height_lr,width_hr,height_hr,match_keypoints
panasonic_103,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_103_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_103_x2.png,x2,0.018243648,34.113807176464604,0.9344483680626393,2392,1744,4784,3488,2585
IMG_190,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_190_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_190_x2.png,x2,0.004170887,29.883971359736883,0.8796016601037442,2800,1800,5600,3600,4870
panasonic_202,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_202_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_202_x2.png,x2,0.0039252313,28.682344266902426,0.8512757953479224,2392,1744,4784,3488,10722
IMG_125,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_125_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_125_x2.png,x2,0.0145302,28.271165077944048,0.8426162484011406,1350,1800,2700,3600,3204
P1140401,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140401_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140401_x2.png,x2,0.006541867,30.270880542769877,0.8485378791733872,2392,1744,4784,3488,5553
IMG_143,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_143_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_143_x2.png,x2,0.00024249598,25.805441970628607,0.7828775776381147,2800,1800,5600,3600,14258
P1160772,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1160772_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1160772_x2.png,x2,0.010220599,33.819262548886236,0.9537758734487761,2392,1744,4784,3488,1375
sony_120,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_120_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_120_x2.png,x2,0.00094520894,21.842089806743083,0.7398853483999218,2800,1800,5600,3600,17287
P1171010,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1171010_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1171010_x2.png,x2,0.009608805,27.99766675468494,0.8749579103687637,2392,1744,4784,3488,5049
P1171031,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1171031_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1171031_x2.png,x2,0.004055529,30.644705066006072,0.8348476341895595,2392,1744,4784,3488,5659
IMG_150,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_150_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_150_x2.png,x2,0.020477258,32.050623530350045,0.9316180006521884,2800,1800,5600,3600,1702
P1160646,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1160646_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1160646_x2.png,x2,0.03776616,35.431530983228,0.9149486722126973,2392,1350,4784,2700,1294
sony_169,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_169_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_169_x2.png,x2,0.001315749,25.056043517723346,0.8294094487059734,1740,1800,3480,3600,16847
DSC_1583,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1583_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1583_x2.png,x2,0.0035391047,29.880156621392775,0.8803085050031937,2800,1800,5600,3600,13804
P1140177,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140177_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140177_x2.png,x2,0.0071383696,33.095697685199,0.8873036920447661,2392,1744,4784,3488,6304
panasonic_187,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_187_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_187_x2.png,x2,0.025412546,25.23913931003211,0.87301459515656,2392,1744,4784,3488,936
sony_53,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_53_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_53_x2.png,x2,0.011637479,36.20135263321232,0.9452815067099927,2800,1800,5600,3600,3348
panasonic_206,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_206_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_206_x2.png,x2,0.0036333057,30.447630358678378,0.8729141837165507,2392,1744,4784,3488,4438
DSC_1233,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1233_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1233_x2.png,x2,0.012792537,32.31160989244571,0.9151087722151477,2800,1800,5600,3600,6393
panasonic_182,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_182_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_182_x2.png,x2,0.022233922,27.322253278076722,0.7952361190987043,1792,1350,3584,2700,1385
panasonic_85,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_85_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_85_x2.png,x2,0.011097081,33.191686781328215,0.8871163998131756,1800,1200,3600,2400,1998
DSC_1286,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1286_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1286_x2.png,x2,0.01038728,34.11904071226837,0.9086181267142978,2800,1800,5600,3600,4612
DSC_1057,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1057_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1057_x2.png,x2,0.010936951,37.15244091744614,0.93855828666157,2800,1800,5600,3600,1382
sony_189,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_189_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_189_x2.png,x2,0.032744035,34.44616998967087,0.9486701607386134,2800,1800,5600,3600,2491
P1140279,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140279_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140279_x2.png,x2,0.004106779,31.867961202957986,0.8806429402507082,2392,1744,4784,3488,5450
DSC_1454,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1454_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1454_x2.png,x2,0.0014997276,30.001154020103897,0.8804320320273163,2800,1800,5600,3600,11779
IMG_210,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_210_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_210_x2.png,x2,0.017291626,34.83033268168675,0.9354060163328916,2800,1800,5600,3600,3121
IMG_181,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_181_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_181_x2.png,x2,0.010791321,29.562411582222914,0.9137531857611654,2800,1800,5600,3600,7439
DSC_1412,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1412_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1412_x2.png,x2,0.0127501935,33.381162085443755,0.921558560865496,2800,1800,5600,3600,2032
IMG_130,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_130_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_130_x2.png,x2,0.00020522933,29.79315116923473,0.8904958847237078,2800,1800,5600,3600,13674
panasonic_123,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_123_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_123_x2.png,x2,0.0066035455,27.726019684336848,0.7871314491212855,2392,1744,4784,3488,17018
DSC_1404,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1404_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1404_x2.png,x2,0.014636612,30.528641203190396,0.9216115216337496,2800,1800,5600,3600,3350
sony_129,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_129_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_129_x2.png,x2,0.00091798574,22.629305531310425,0.6809580861791477,2800,1800,5600,3600,11145
IMG_107,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_107_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_107_x2.png,x2,0.022154473,33.31593063434826,0.9251320317406241,2000,1400,4000,2800,1395
IMG_203,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_203_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_203_x2.png,x2,0.059348255,35.88059641199773,0.9544854190202517,2800,1800,5600,3600,3550
DSC_1241,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1241_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1241_x2.png,x2,0.030363962,30.417716119619374,0.8913980771938711,2800,1800,5600,3600,5561
DSC_1462,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1462_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1462_x2.png,x2,0.0012169139,31.067230592607782,0.904204270968362,2800,1800,5600,3600,12040
panasonic_43,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_43_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_43_x2.png,x2,0.00027626805,27.870428909343286,0.7740231094186436,2392,1744,4784,3488,8228
DSC_1326,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1326_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1326_x2.png,x2,0.014280658,35.32222493117102,0.9285695149113948,2800,1800,5600,3600,2498
DSC_1425,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1425_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1425_x2.png,x2,0.006789674,29.46202481649592,0.8974435629216009,2800,1800,5600,3600,10882
sony_116,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_116_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_116_x2.png,x2,0.0025741605,28.879356425388952,0.8125822296455819,2800,1800,5600,3600,16277
panasonic_132,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_132_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_132_x2.png,x2,0.016046124,32.57889353490944,0.8988721237233858,2392,1744,4784,3488,2961
P1140138,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140138_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140138_x2.png,x2,0.011696208,26.82625402337935,0.8191737610846362,2392,1744,4784,3488,3884
P1140122,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140122_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140122_x2.png,x2,0.016782744,32.32182894878386,0.9189821539473272,2392,1744,4784,3488,2418
P1171051,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1171051_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1171051_x2.png,x2,0.005626604,28.95645018235795,0.8389674107057914,2392,1744,4784,3488,5895
panasonic_50,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_50_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_50_x2.png,x2,0.007105094,29.485938977870084,0.8499864880938809,2392,1744,4784,3488,6827
DSC_1045,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1045_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1045_x2.png,x2,0.005926014,30.510137791026747,0.8932321576862313,2800,1800,5600,3600,8341
IMG_140,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_140_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_140_x2.png,x2,0.0003522694,34.23569905200275,0.9255846290544301,2800,1800,5600,3600,5967
P1140434,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140434_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140434_x2.png,x2,0.012149401,28.126708326432983,0.8193980841759716,2392,1744,4784,3488,4649
panasonic_233,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_233_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_233_x2.png,x2,0.0019127971,29.800339675480366,0.8754327506827654,2392,1744,4784,3488,8944
panasonic_196,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_196_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_196_x2.png,x2,0.010520462,32.94424351340223,0.9173434690616254,2392,1744,4784,3488,5330
panasonic_57,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_57_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_57_x2.png,x2,0.0024237004,27.958281547894547,0.7812307080833826,2392,1744,4784,3488,8982
panasonic_62,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_62_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_62_x2.png,x2,0.04047232,35.35100632147388,0.9247148797645485,2392,1744,4784,3488,1020
P1140126,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140126_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140126_x2.png,x2,0.007850531,31.08153581202231,0.8931910101114483,2392,1744,4784,3488,2724
sony_107,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_107_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_107_x2.png,x2,0.0040990575,25.826473810626464,0.7727947197968213,2800,1800,5600,3600,12301
DSC_1575,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1575_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1575_x2.png,x2,0.00023840478,27.366965363205935,0.8074791559732013,2800,1800,5600,3600,11515
panasonic_197,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_197_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_197_x2.png,x2,0.010997118,29.42110924629916,0.8755424088610674,2392,1744,4784,3488,8477
P1140417,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1140417_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1140417_x2.png,x2,0.013068402,27.739233661838455,0.849983945818949,2392,1344,4784,2688,5135
DSC_1137,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1137_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1137_x2.png,x2,0.0015322298,29.78205547700056,0.8598188252475273,2800,1800,5600,3600,11856
P1160776,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/P1160776_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/P1160776_x2.png,x2,0.007894456,33.19523239907839,0.9498099702197126,2392,1744,4784,3488,1501
panasonic_145,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_145_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_145_x2.png,x2,0.010309696,28.27519822120292,0.8123129557285065,2392,1744,4784,3488,3730
panasonic_158,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_158_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_158_x2.png,x2,0.0052992133,38.32064370426524,0.9582494795874016,2392,1744,4784,3488,964
sony_80,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_80_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_80_x2.png,x2,0.00028900313,29.564055499323132,0.8415665362425409,2800,1800,5600,3600,11740
panasonic_60,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_60_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_60_x2.png,x2,0.010316445,32.95444493345044,0.9127940345828747,2392,1744,4784,3488,2828
DSC_1599,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1599_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1599_x2.png,x2,0.010204639,29.97001247101775,0.8894558189343836,2800,1800,5600,3600,14582
IMG_113,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_113_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_113_x2.png,x2,0.04263761,29.694215462020964,0.8693612349198183,2800,1800,5600,3600,2718
DSC_0988,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_0988_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_0988_x2.png,x2,0.024202324,33.560079324313094,0.923778652966266,2800,1800,5600,3600,2308
sony_82,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_82_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_82_x2.png,x2,0.0006701805,25.273585705884066,0.8002206468584481,2800,1800,5600,3600,14333
panasonic_128,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/panasonic_128_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/panasonic_128_x2.png,x2,0.018857516,33.92546828644315,0.9364951276803736,2392,1744,4784,3488,2094
DSC_1265,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1265_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1265_x2.png,x2,0.006386879,33.11040221669574,0.9036963690628452,2800,1800,5600,3600,5392
IMG_118,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/IMG_118_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/IMG_118_x2.png,x2,0.029778447,27.02645328070018,0.8673755318640914,1600,1500,3200,3000,2604
DSC_1474,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/DSC_1474_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/DSC_1474_x2.png,x2,0.004920271,30.043915871559882,0.8746390832585796,2800,1800,5600,3600,10948
sony_183,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_LR/sony_183_x1.png,/home/rojas/datasets/real-world-super-resolution/Test_x2/test_HR/sony_183_x2.png,x2,0.019613862,24.55185986587932,0.7815917792848927,2800,1800,5600,3600,4531
P1140110,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140110_x1_10.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140110_x2_10.png,x2,0.052783556,25.82713223866508,0.8043694890155421,380,380,760,760,116
IMG_196,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_196_x1_9.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_196_x2_9.png,x2,0.0013218026,33.76502442312508,0.9162558157937774,380,380,760,760,176
P1171069,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1171069_x1_47.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1171069_x2_47.png,x2,0.011143078,26.922360348615896,0.8260601962227211,380,380,760,760,474
DSC_1310,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1310_x1_51.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1310_x2_51.png,x2,0.17065503,30.21471646560521,0.9185798692767749,380,380,760,760,103
sony_92,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_92_x1_39.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_92_x2_39.png,x2,0.095107645,26.932236457332216,0.8525519249735184,380,380,760,760,256
P1170942,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1170942_x1_45.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1170942_x2_45.png,x2,0.0014947981,28.03439529307582,0.8472788803786925,380,380,760,760,410
P1160720,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160720_x1_40.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160720_x2_40.png,x2,0.001097182,28.733254574703974,0.8579707508468118,380,380,760,760,496
0510_16,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/0510_16_x1_22.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/0510_16_x2_22.png,x2,0.004111904,33.57719761088766,0.9337341778019391,380,380,760,760,5
panasonic_220,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_220_x1_12.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_220_x2_12.png,x2,0.0037306056,27.615610396978916,0.8198143930749309,380,380,760,760,137
sony_77,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_77_x1_35.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_77_x2_35.png,x2,0.006848735,29.40328427507554,0.8562587011109667,380,380,760,760,251
DSC_1550,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1550_x1_8.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1550_x2_8.png,x2,0.0021965385,29.90765139614663,0.8728738994618092,380,380,760,760,286
P1140475,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140475_x1_26.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140475_x2_26.png,x2,0.01641028,34.95001470153482,0.9225174826080523,380,380,760,760,204
IMG_178,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_178_x1_40.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_178_x2_40.png,x2,0.001119423,31.712108444460267,0.8877086389775922,380,380,760,760,286
P1160666,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160666_x1_11.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160666_x2_11.png,x2,0.06360192,30.079217752129356,0.9360046562821956,380,380,760,760,90
sony_42,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_42_x1_7.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_42_x2_7.png,x2,0.029741991,34.043635664097934,0.9307228622682852,380,380,760,760,77
sony_72,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_72_x1_27.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_72_x2_27.png,x2,0.0120777385,30.34407821455413,0.8940201383234584,380,380,760,760,146
sony_78,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_78_x1_36.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_78_x2_36.png,x2,0.0012946321,27.780408292477507,0.8301566994942876,380,380,760,760,547
P1160516,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160516_x1_0.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160516_x2_0.png,x2,0.0034698625,33.578051553944626,0.935780701344406,380,380,760,760,34
sony_126,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_126_x1_21.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_126_x2_21.png,x2,0.0015107363,27.308256822532936,0.7903135193068119,380,380,760,760,304
panasonic_53,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_53_x1_31.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_53_x2_31.png,x2,0.0012291169,28.568815534601526,0.8230082714337517,380,380,760,760,227
P1170981,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1170981_x1_44.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1170981_x2_44.png,x2,0.0009931515,26.091915471476135,0.7997497983300152,380,380,760,760,377
